order_id,sku,customer_id,order_date,quantity,unit_price,discount_percent,payment_method,order_status,store_city,gross_amount,discount_amount,net_amount
489,169630016-044-1,3300,3/4/2025,1,5801,20,COD,DELIVERED,Bhubaneswar,5801,1160.2,4640.8
490,162799308-500-1,1980,4/14/2025,1,5801,20,Net Banking,SHIPPED,Mumbai,5801,1160.2,4640.8
491,189870341-712-2,3975,2/18/2025,1,3311,20,COD,DELIVERED,Ahmedabad,3311,662.2,2648.8
492,189870341-712-2,3006,3/12/2025,3,3311,20,COD,DELIVERED,New Delhi,9933,1986.6,7946.4
493,162799308-500-1,2184,1/1/2025,1,5801,5,COD,DELIVERED,Bengaluru,5801,290.05,5510.95
494,186626958-330-2,4327,5/21/2025,3,2315,15,UPI,DELIVERED,Bhubaneswar,6945,1041.75,5903.25
495,169630016-044-1,4394,6/28/2025,4,5801,15,UPI,SHIPPED,Gurgaon,23204,3480.6,19723.4
496,169630016-044-1,1127,5/3/2025,2,5801,5,COD,SHIPPED,New Delhi,11602,580.1,11021.9
497,184208283-330-54,3065,3/3/2025,1,2481,10,UPI,DELIVERED,Kolkata,2481,248.1,2232.9
498,186626958-330-2,2816,2/1/2025,2,2315,10,Net Banking,PLACED,Ahmedabad,4630,463,4167
499,162799308-500-1,2758,6/7/2025,2,5801,20,COD,DELIVERED,Bengaluru,11602,2320.4,9281.6
500,189870341-712-2,3613,1/29/2025,4,3311,0,UPI,SHIPPED,Mumbai,13244,0,13244
501,189870341-712-2,1569,2/18/2025,2,3311,10,Credit Card,PLACED,Ahmedabad,6622,662.2,5959.8
502,189870341-712-2,2346,6/22/2025,3,3311,0,COD,PLACED,Kolkata,9933,0,9933
503,184208283-330-54,2895,1/30/2025,2,2481,15,COD,PLACED,Gurgaon,4962,744.3,4217.7
504,186626958-330-2,3733,5/24/2025,2,2315,0,Net Banking,DELIVERED,Bengaluru,4630,0,4630
505,186626958-330-2,4863,6/17/2025,2,2315,15,Debit Card,SHIPPED,Bengaluru,4630,694.5,3935.5
506,189870341-712-2,1625,1/19/2025,1,3311,5,Debit Card,CANCELLED,New Delhi,3311,165.55,3145.45
507,169630016-044-1,4359,1/18/2025,1,5801,5,Net Banking,DELIVERED,Mumbai,5801,290.05,5510.95
508,162799308-500-1,3901,1/1/2025,3,5801,20,Net Banking,PLACED,Chennai,17403,3480.6,13922.4
509,184208283-330-54,2686,3/19/2025,3,2481,10,Net Banking,DELIVERED,Bhubaneswar,7443,744.3,6698.7
510,189870341-712-2,4009,4/25/2025,1,3311,20,Debit Card,DELIVERED,Ahmedabad,3311,662.2,2648.8
511,184208283-330-54,4710,6/24/2025,3,2481,15,Net Banking,DELIVERED,Gurgaon,7443,1116.45,6326.55
512,186626958-330-2,1154,4/23/2025,1,2315,20,UPI,PLACED,Ahmedabad,2315,463,1852
513,184208283-330-54,3537,4/24/2025,4,2481,0,COD,DELIVERED,Kolkata,9924,0,9924
514,162799308-500-1,2409,6/15/2025,2,5801,15,COD,DELIVERED,Bengaluru,11602,1740.3,9861.7
515,184208283-330-54,1784,6/28/2025,2,2481,5,Credit Card,PLACED,Kolkata,4962,248.1,4713.9
516,184208283-330-54,4175,3/4/2025,3,2481,10,Credit Card,PLACED,Gurgaon,7443,744.3,6698.7
517,186626958-330-2,4464,5/12/2025,1,2315,15,COD,DELIVERED,Ahmedabad,2315,347.25,1967.75
518,189870341-712-2,4882,5/9/2025,1,3311,15,UPI,PLACED,Bhubaneswar,3311,496.65,2814.35
519,184208283-330-54,1245,1/8/2025,3,2481,0,Debit Card,DELIVERED,Bengaluru,7443,0,7443
520,189870341-712-2,4247,6/6/2025,1,3311,10,Debit Card,SHIPPED,Gurgaon,3311,331.1,2979.9
521,162799308-500-1,4110,2/24/2025,4,5801,5,UPI,CANCELLED,Bengaluru,23204,1160.2,22043.8
522,162799308-500-1,2500,4/13/2025,2,5801,15,Debit Card,DELIVERED,Bhubaneswar,11602,1740.3,9861.7
523,189870341-712-2,2705,5/11/2025,3,3311,15,Net Banking,PLACED,Gurgaon,9933,1489.95,8443.05
524,184208283-330-54,3806,2/1/2025,3,2481,0,COD,PLACED,Kolkata,7443,0,7443
525,189870341-712-2,1537,1/10/2025,1,3311,20,COD,DELIVERED,New Delhi,3311,662.2,2648.8
526,184208283-330-54,2890,4/20/2025,3,2481,5,UPI,DELIVERED,Bhubaneswar,7443,372.15,7070.85
527,184208283-330-54,2841,6/11/2025,4,2481,10,Debit Card,DELIVERED,Kolkata,9924,992.4,8931.6
528,184208283-330-54,1920,5/4/2025,1,2481,15,Credit Card,SHIPPED,Chennai,2481,372.15,2108.85
529,169630016-044-1,3455,3/28/2025,1,5801,15,Credit Card,SHIPPED,Gurgaon,5801,870.15,4930.85
530,169630016-044-1,1524,2/24/2025,1,5801,5,Debit Card,PLACED,Gurgaon,5801,290.05,5510.95
531,186626958-330-2,3875,2/1/2025,1,2315,20,Credit Card,DELIVERED,Bengaluru,2315,463,1852
532,189870341-712-2,2529,6/27/2025,4,3311,15,UPI,PLACED,Chennai,13244,1986.6,11257.4
533,169630016-044-1,3950,5/15/2025,1,5801,5,UPI,SHIPPED,Bhubaneswar,5801,290.05,5510.95
534,184208283-330-54,4896,4/3/2025,3,2481,0,Debit Card,DELIVERED,New Delhi,7443,0,7443
535,189870341-712-2,1035,1/8/2025,4,3311,20,Credit Card,CANCELLED,Bhubaneswar,13244,2648.8,10595.2
536,186626958-330-2,1684,3/6/2025,2,2315,10,UPI,SHIPPED,Kolkata,4630,463,4167
537,184208283-330-54,1019,2/26/2025,2,2481,15,UPI,SHIPPED,Ahmedabad,4962,744.3,4217.7
538,169630016-044-1,3368,3/8/2025,3,5801,5,Net Banking,DELIVERED,Chennai,17403,870.15,16532.85
539,169630016-044-1,4847,3/13/2025,3,5801,0,Net Banking,DELIVERED,Mumbai,17403,0,17403
540,189870341-712-2,3559,2/23/2025,4,3311,10,UPI,SHIPPED,Bhubaneswar,13244,1324.4,11919.6
541,162799308-500-1,1399,3/8/2025,2,5801,5,Debit Card,CANCELLED,Bengaluru,11602,580.1,11021.9
542,189870341-712-2,3701,2/20/2025,2,3311,5,COD,DELIVERED,Mumbai,6622,331.1,6290.9
543,162799308-500-1,1971,4/7/2025,2,5801,10,COD,SHIPPED,Chennai,11602,1160.2,10441.8
544,169630016-044-1,2906,4/2/2025,2,5801,0,UPI,SHIPPED,Chennai,11602,0,11602
545,169630016-044-1,3518,1/8/2025,2,5801,0,UPI,DELIVERED,Bhubaneswar,11602,0,11602
546,189870341-712-2,2166,6/11/2025,1,3311,20,UPI,DELIVERED,New Delhi,3311,662.2,2648.8
547,189870341-712-2,2115,2/4/2025,3,3311,15,Debit Card,PLACED,Ahmedabad,9933,1489.95,8443.05
548,189870341-712-2,4425,4/6/2025,1,3311,10,Net Banking,DELIVERED,Bengaluru,3311,331.1,2979.9
549,186626958-330-2,1833,3/29/2025,2,2315,10,UPI,DELIVERED,Kolkata,4630,463,4167
550,169630016-044-1,2823,3/19/2025,4,5801,10,UPI,SHIPPED,Bengaluru,23204,2320.4,20883.6
551,169630016-044-1,3774,2/1/2025,4,5801,0,Credit Card,DELIVERED,Ahmedabad,23204,0,23204
552,184208283-330-54,2982,4/30/2025,2,2481,15,Debit Card,CANCELLED,Gurgaon,4962,744.3,4217.7
553,186626958-330-2,1853,2/15/2025,2,2315,20,UPI,PLACED,Ahmedabad,4630,926,3704
554,162799308-500-1,1050,5/24/2025,4,5801,5,Credit Card,SHIPPED,New Delhi,23204,1160.2,22043.8
555,189870341-712-2,4736,6/14/2025,1,3311,5,COD,SHIPPED,Bengaluru,3311,165.55,3145.45
556,162799308-500-1,4769,5/22/2025,1,5801,10,UPI,DELIVERED,Kolkata,5801,580.1,5220.9
557,184208283-330-54,1574,2/24/2025,2,2481,15,UPI,CANCELLED,Kolkata,4962,744.3,4217.7
558,186626958-330-2,4261,6/25/2025,1,2315,0,Credit Card,SHIPPED,New Delhi,2315,0,2315
559,162799308-500-1,2148,1/7/2025,4,5801,15,Debit Card,DELIVERED,Bengaluru,23204,3480.6,19723.4
560,162799308-500-1,3197,3/15/2025,1,5801,15,UPI,DELIVERED,New Delhi,5801,870.15,4930.85
561,184208283-330-54,3361,1/7/2025,2,2481,0,COD,DELIVERED,Kolkata,4962,0,4962
562,169630016-044-1,3617,6/10/2025,4,5801,10,UPI,SHIPPED,Kolkata,23204,2320.4,20883.6
563,189870341-712-2,4413,5/31/2025,1,3311,15,COD,SHIPPED,Mumbai,3311,496.65,2814.35
564,184208283-330-54,3352,3/26/2025,3,2481,5,Net Banking,SHIPPED,Kolkata,7443,372.15,7070.85
565,186626958-330-2,2715,5/27/2025,4,2315,0,Net Banking,DELIVERED,Ahmedabad,9260,0,9260
566,169630016-044-1,1681,4/22/2025,4,5801,20,COD,PLACED,New Delhi,23204,4640.8,18563.2
567,186626958-330-2,1837,5/5/2025,3,2315,10,Debit Card,CANCELLED,Gurgaon,6945,694.5,6250.5
568,184208283-330-54,4854,5/27/2025,3,2481,0,UPI,PLACED,Gurgaon,7443,0,7443
569,184208283-330-54,2077,2/5/2025,4,2481,20,UPI,SHIPPED,Bengaluru,9924,1984.8,7939.2
570,189870341-712-2,4050,1/29/2025,3,3311,20,Net Banking,DELIVERED,Chennai,9933,1986.6,7946.4
571,162799308-500-1,3491,3/23/2025,2,5801,15,COD,DELIVERED,Gurgaon,11602,1740.3,9861.7
572,186626958-330-2,3660,1/2/2025,2,2315,15,UPI,PLACED,Ahmedabad,4630,694.5,3935.5
573,186626958-330-2,4040,5/9/2025,2,2315,15,UPI,SHIPPED,New Delhi,4630,694.5,3935.5
574,162799308-500-1,3311,2/16/2025,4,5801,0,Debit Card,CANCELLED,Bhubaneswar,23204,0,23204
575,162799308-500-1,4124,5/28/2025,3,5801,0,Credit Card,SHIPPED,Bhubaneswar,17403,0,17403
576,162799308-500-1,2595,1/11/2025,3,5801,10,Net Banking,SHIPPED,Bhubaneswar,17403,1740.3,15662.7
577,186626958-330-2,4051,5/10/2025,1,2315,15,Net Banking,DELIVERED,Gurgaon,2315,347.25,1967.75
578,162799308-500-1,4691,4/29/2025,1,5801,20,Credit Card,PLACED,Chennai,5801,1160.2,4640.8
579,169630016-044-1,1004,5/20/2025,3,5801,5,UPI,SHIPPED,Bengaluru,17403,870.15,16532.85
580,184208283-330-54,2126,1/20/2025,3,2481,10,Debit Card,SHIPPED,Mumbai,7443,744.3,6698.7
581,186626958-330-2,2219,1/5/2025,3,2315,0,Debit Card,SHIPPED,New Delhi,6945,0,6945
582,162799308-500-1,1773,2/6/2025,4,5801,10,Net Banking,SHIPPED,Mumbai,23204,2320.4,20883.6
583,162799308-500-1,1876,6/15/2025,3,5801,10,Debit Card,PLACED,Chennai,17403,1740.3,15662.7
584,186626958-330-2,1991,5/17/2025,1,2315,10,Credit Card,SHIPPED,Chennai,2315,231.5,2083.5
585,169630016-044-1,3931,2/22/2025,4,5801,10,UPI,PLACED,Bengaluru,23204,2320.4,20883.6
586,169630016-044-1,4421,6/21/2025,3,5801,5,Credit Card,DELIVERED,Kolkata,17403,870.15,16532.85
587,186626958-330-2,1046,4/9/2025,1,2315,15,COD,SHIPPED,New Delhi,2315,347.25,1967.75
588,184208283-330-54,3914,3/27/2025,4,2481,20,Net Banking,SHIPPED,Bengaluru,9924,1984.8,7939.2
589,169630016-044-1,3870,4/18/2025,3,5801,10,Debit Card,DELIVERED,Gurgaon,17403,1740.3,15662.7
590,162799308-500-1,3983,1/24/2025,3,5801,10,COD,DELIVERED,Mumbai,17403,1740.3,15662.7
591,189870341-712-2,4891,3/22/2025,3,3311,10,Debit Card,PLACED,Ahmedabad,9933,993.3,8939.7
592,186626958-330-2,3703,6/7/2025,4,2315,15,UPI,CANCELLED,Bengaluru,9260,1389,7871
593,186626958-330-2,1268,4/30/2025,1,2315,0,UPI,SHIPPED,Mumbai,2315,0,2315
594,169630016-044-1,1369,2/28/2025,1,5801,0,UPI,PLACED,Mumbai,5801,0,5801
595,186626958-330-2,1635,5/8/2025,2,2315,5,Debit Card,DELIVERED,Bengaluru,4630,231.5,4398.5
596,184208283-330-54,2129,4/24/2025,3,2481,0,COD,DELIVERED,Gurgaon,7443,0,7443
597,162799308-500-1,2693,4/25/2025,2,5801,10,UPI,SHIPPED,Gurgaon,11602,1160.2,10441.8
598,184208283-330-54,2682,1/14/2025,2,2481,10,COD,SHIPPED,Kolkata,4962,496.2,4465.8
599,186626958-330-2,1656,1/9/2025,1,2315,10,Debit Card,DELIVERED,Chennai,2315,231.5,2083.5
600,189870341-712-2,1119,2/9/2025,4,3311,5,COD,SHIPPED,New Delhi,13244,662.2,12581.8
601,189870341-712-2,1830,1/25/2025,4,3311,10,Debit Card,CANCELLED,New Delhi,13244,1324.4,11919.6
602,184208283-330-54,2810,4/13/2025,1,2481,0,Debit Card,SHIPPED,Gurgaon,2481,0,2481
603,169630016-044-1,4675,1/22/2025,4,5801,15,Net Banking,DELIVERED,Mumbai,23204,3480.6,19723.4
604,169630016-044-1,2081,1/4/2025,2,5801,15,Debit Card,DELIVERED,New Delhi,11602,1740.3,9861.7
605,184208283-330-54,2974,6/3/2025,3,2481,20,Debit Card,DELIVERED,Chennai,7443,1488.6,5954.4
606,184208283-330-54,2369,1/29/2025,1,2481,0,Credit Card,DELIVERED,Mumbai,2481,0,2481
607,189870341-712-2,1740,4/19/2025,3,3311,10,UPI,DELIVERED,Kolkata,9933,993.3,8939.7
608,169630016-044-1,4545,4/8/2025,4,5801,15,Net Banking,SHIPPED,Chennai,23204,3480.6,19723.4
609,186626958-330-2,1116,2/6/2025,3,2315,0,Net Banking,SHIPPED,Chennai,6945,0,6945
610,184208283-330-54,2853,3/16/2025,4,2481,15,Net Banking,SHIPPED,Ahmedabad,9924,1488.6,8435.4
611,162799308-500-1,3838,3/11/2025,4,5801,10,Credit Card,DELIVERED,Bhubaneswar,23204,2320.4,20883.6
612,186626958-330-2,2150,5/26/2025,2,2315,15,Debit Card,DELIVERED,Mumbai,4630,694.5,3935.5
613,186626958-330-2,4464,5/8/2025,4,2315,20,UPI,SHIPPED,Kolkata,9260,1852,7408
614,162799308-500-1,2931,3/26/2025,2,5801,20,COD,PLACED,Gurgaon,11602,2320.4,9281.6
615,189870341-712-2,2012,2/11/2025,2,3311,15,Debit Card,SHIPPED,Bengaluru,6622,993.3,5628.7
616,186626958-330-2,2664,4/10/2025,2,2315,0,Credit Card,DELIVERED,Kolkata,4630,0,4630
617,169630016-044-1,2081,2/10/2025,1,5801,0,Debit Card,SHIPPED,Mumbai,5801,0,5801
618,186626958-330-2,1633,6/15/2025,1,2315,0,Debit Card,DELIVERED,Kolkata,2315,0,2315
619,189870341-712-2,1512,2/3/2025,4,3311,15,Credit Card,CANCELLED,Ahmedabad,13244,1986.6,11257.4
620,169630016-044-1,4822,1/17/2025,2,5801,0,Net Banking,PLACED,Chennai,11602,0,11602
621,162799308-500-1,3849,6/14/2025,1,5801,10,Net Banking,SHIPPED,New Delhi,5801,580.1,5220.9
622,189870341-712-2,2119,6/2/2025,2,3311,20,UPI,SHIPPED,New Delhi,6622,1324.4,5297.6
623,169630016-044-1,4709,5/2/2025,3,5801,10,UPI,SHIPPED,Mumbai,17403,1740.3,15662.7
624,189870341-712-2,2141,3/17/2025,3,3311,0,Net Banking,PLACED,Bhubaneswar,9933,0,9933
625,186626958-330-2,1559,3/28/2025,3,2315,10,COD,PLACED,Bhubaneswar,6945,694.5,6250.5
626,189870341-712-2,4672,4/27/2025,4,3311,0,Debit Card,DELIVERED,Mumbai,13244,0,13244
627,184208283-330-54,1487,4/16/2025,2,2481,15,COD,SHIPPED,Gurgaon,4962,744.3,4217.7
628,189870341-712-2,4308,3/27/2025,3,3311,10,Debit Card,SHIPPED,Gurgaon,9933,993.3,8939.7
629,186626958-330-2,4956,1/27/2025,1,2315,15,Net Banking,CANCELLED,Bhubaneswar,2315,347.25,1967.75
630,186626958-330-2,1896,2/26/2025,3,2315,15,UPI,DELIVERED,Bengaluru,6945,1041.75,5903.25
631,186626958-330-2,4343,1/31/2025,3,2315,5,UPI,PLACED,Bengaluru,6945,347.25,6597.75
632,169630016-044-1,2212,5/14/2025,3,5801,0,COD,DELIVERED,Bhubaneswar,17403,0,17403
633,189870341-712-2,1703,6/17/2025,4,3311,20,UPI,SHIPPED,Kolkata,13244,2648.8,10595.2
634,162799308-500-1,2470,4/8/2025,1,5801,0,Net Banking,DELIVERED,Bhubaneswar,5801,0,5801
635,189870341-712-2,1580,1/12/2025,2,3311,20,COD,DELIVERED,Bhubaneswar,6622,1324.4,5297.6
636,162799308-500-1,3837,2/22/2025,1,5801,0,Debit Card,DELIVERED,Gurgaon,5801,0,5801
637,184208283-330-54,3908,5/18/2025,2,2481,15,UPI,SHIPPED,Gurgaon,4962,744.3,4217.7
638,186626958-330-2,3294,6/22/2025,4,2315,10,Credit Card,DELIVERED,Kolkata,9260,926,8334
639,162799308-500-1,4147,5/25/2025,4,5801,10,UPI,PLACED,Kolkata,23204,2320.4,20883.6
640,186626958-330-2,1153,6/3/2025,4,2315,5,Debit Card,PLACED,Chennai,9260,463,8797
641,184208283-330-54,2679,5/2/2025,4,2481,20,COD,SHIPPED,Ahmedabad,9924,1984.8,7939.2
642,189870341-712-2,4506,2/15/2025,2,3311,20,Debit Card,PLACED,Bhubaneswar,6622,1324.4,5297.6
643,186626958-330-2,1996,3/5/2025,3,2315,20,Credit Card,SHIPPED,Ahmedabad,6945,1389,5556
644,189870341-712-2,4157,5/10/2025,2,3311,15,Net Banking,DELIVERED,Chennai,6622,993.3,5628.7
645,184208283-330-54,3744,2/23/2025,1,2481,20,UPI,CANCELLED,New Delhi,2481,496.2,1984.8
646,189870341-712-2,4356,4/17/2025,4,3311,10,COD,SHIPPED,Mumbai,13244,1324.4,11919.6
647,184208283-330-54,2243,2/20/2025,4,2481,15,Net Banking,SHIPPED,Ahmedabad,9924,1488.6,8435.4
648,184208283-330-54,2092,2/5/2025,1,2481,0,Debit Card,SHIPPED,Bhubaneswar,2481,0,2481
649,189870341-712-2,4118,4/25/2025,2,3311,20,COD,SHIPPED,New Delhi,6622,1324.4,5297.6
650,186626958-330-2,2008,1/26/2025,3,2315,20,Net Banking,PLACED,Mumbai,6945,1389,5556
651,162799308-500-1,3141,1/29/2025,3,5801,0,COD,CANCELLED,Ahmedabad,17403,0,17403
652,189870341-712-2,2773,5/29/2025,1,3311,20,Credit Card,SHIPPED,Chennai,3311,662.2,2648.8
653,162799308-500-1,1957,1/11/2025,3,5801,0,Credit Card,SHIPPED,Chennai,17403,0,17403
654,184208283-330-54,4059,2/9/2025,2,2481,15,UPI,PLACED,Gurgaon,4962,744.3,4217.7
655,169630016-044-1,1452,1/11/2025,2,5801,10,UPI,DELIVERED,New Delhi,11602,1160.2,10441.8
656,189870341-712-2,2227,6/13/2025,1,3311,0,Credit Card,DELIVERED,Ahmedabad,3311,0,3311
657,186626958-330-2,3959,4/23/2025,2,2315,5,COD,CANCELLED,Chennai,4630,231.5,4398.5
658,162799308-500-1,3265,2/8/2025,4,5801,0,Credit Card,DELIVERED,Kolkata,23204,0,23204
659,189870341-712-2,3521,2/23/2025,1,3311,20,UPI,SHIPPED,Gurgaon,3311,662.2,2648.8
660,184208283-330-54,3479,4/8/2025,2,2481,15,Credit Card,SHIPPED,Mumbai,4962,744.3,4217.7
661,189870341-712-2,3388,2/24/2025,1,3311,15,Credit Card,DELIVERED,Bengaluru,3311,496.65,2814.35
662,186626958-330-2,1550,4/21/2025,3,2315,0,COD,SHIPPED,Bengaluru,6945,0,6945
663,169630016-044-1,2635,6/1/2025,2,5801,10,Net Banking,DELIVERED,Mumbai,11602,1160.2,10441.8
664,186626958-330-2,2312,5/30/2025,4,2315,5,UPI,PLACED,Gurgaon,9260,463,8797
665,169630016-044-1,4325,3/10/2025,2,5801,15,COD,PLACED,Kolkata,11602,1740.3,9861.7
666,189870341-712-2,2757,2/25/2025,1,3311,20,Credit Card,DELIVERED,Mumbai,3311,662.2,2648.8
667,162799308-500-1,1356,2/2/2025,1,5801,20,Credit Card,DELIVERED,Bengaluru,5801,1160.2,4640.8
668,162799308-500-1,3070,2/5/2025,2,5801,10,Net Banking,DELIVERED,Kolkata,11602,1160.2,10441.8
669,162799308-500-1,2785,5/28/2025,4,5801,15,UPI,PLACED,Kolkata,23204,3480.6,19723.4
670,162799308-500-1,3569,3/22/2025,4,5801,0,UPI,DELIVERED,Bhubaneswar,23204,0,23204
671,189870341-712-2,2781,4/19/2025,4,3311,20,Debit Card,PLACED,Kolkata,13244,2648.8,10595.2
672,189870341-712-2,4908,6/3/2025,1,3311,10,UPI,PLACED,Kolkata,3311,331.1,2979.9
673,186626958-330-2,4171,3/14/2025,2,2315,15,Net Banking,SHIPPED,Ahmedabad,4630,694.5,3935.5
674,162799308-500-1,3849,2/9/2025,3,5801,15,Debit Card,PLACED,Ahmedabad,17403,2610.45,14792.55
675,189870341-712-2,4251,1/17/2025,1,3311,15,Debit Card,SHIPPED,New Delhi,3311,496.65,2814.35
676,189870341-712-2,4294,5/9/2025,4,3311,15,Credit Card,SHIPPED,Kolkata,13244,1986.6,11257.4
677,186626958-330-2,4977,3/2/2025,2,2315,15,Credit Card,SHIPPED,Bengaluru,4630,694.5,3935.5
678,169630016-044-1,3809,6/20/2025,4,5801,20,UPI,PLACED,Kolkata,23204,4640.8,18563.2
679,186626958-330-2,4730,4/14/2025,3,2315,10,Debit Card,PLACED,Mumbai,6945,694.5,6250.5
680,184208283-330-54,3489,2/11/2025,4,2481,15,Credit Card,PLACED,Ahmedabad,9924,1488.6,8435.4
681,162799308-500-1,2631,1/25/2025,4,5801,5,Net Banking,PLACED,Kolkata,23204,1160.2,22043.8
682,184208283-330-54,3816,2/8/2025,3,2481,5,Credit Card,DELIVERED,Chennai,7443,372.15,7070.85
683,186626958-330-2,2015,2/4/2025,2,2315,10,Credit Card,SHIPPED,Chennai,4630,463,4167
684,169630016-044-1,2348,5/11/2025,1,5801,0,Debit Card,SHIPPED,Bhubaneswar,5801,0,5801
685,189870341-712-2,1515,4/18/2025,2,3311,0,Debit Card,SHIPPED,Bhubaneswar,6622,0,6622
686,186626958-330-2,4087,6/21/2025,3,2315,0,COD,DELIVERED,Ahmedabad,6945,0,6945
687,162799308-500-1,3839,6/28/2025,4,5801,5,Net Banking,DELIVERED,Gurgaon,23204,1160.2,22043.8
688,169630016-044-1,1335,4/12/2025,2,5801,0,Debit Card,DELIVERED,Bhubaneswar,11602,0,11602
689,186626958-330-2,2782,4/8/2025,1,2315,20,UPI,DELIVERED,Mumbai,2315,463,1852
690,189870341-712-2,3305,1/12/2025,3,3311,15,Net Banking,SHIPPED,Ahmedabad,9933,1489.95,8443.05
691,162799308-500-1,1496,1/19/2025,2,5801,5,Net Banking,DELIVERED,Bhubaneswar,11602,580.1,11021.9
692,189870341-712-2,1895,4/11/2025,1,3311,10,Debit Card,DELIVERED,New Delhi,3311,331.1,2979.9
693,162799308-500-1,3207,2/13/2025,3,5801,10,Net Banking,SHIPPED,New Delhi,17403,1740.3,15662.7
694,189870341-712-2,4546,2/18/2025,1,3311,15,Debit Card,SHIPPED,New Delhi,3311,496.65,2814.35
695,184208283-330-54,1851,1/17/2025,3,2481,5,Credit Card,SHIPPED,Mumbai,7443,372.15,7070.85
696,189870341-712-2,2687,3/15/2025,4,3311,0,COD,CANCELLED,Bhubaneswar,13244,0,13244
697,186626958-330-2,2931,2/26/2025,2,2315,0,Credit Card,DELIVERED,Ahmedabad,4630,0,4630
698,184208283-330-54,3737,2/24/2025,1,2481,20,Debit Card,DELIVERED,Kolkata,2481,496.2,1984.8
699,189870341-712-2,4746,2/16/2025,3,3311,20,Debit Card,SHIPPED,Ahmedabad,9933,1986.6,7946.4
700,169630016-044-1,3427,1/12/2025,1,5801,0,Credit Card,SHIPPED,Bhubaneswar,5801,0,5801
701,189870341-712-2,2568,3/3/2025,1,3311,10,UPI,PLACED,Mumbai,3311,331.1,2979.9
702,189870341-712-2,1956,3/21/2025,2,3311,10,UPI,PLACED,Chennai,6622,662.2,5959.8
703,162799308-500-1,3738,3/24/2025,4,5801,20,UPI,DELIVERED,Kolkata,23204,4640.8,18563.2
704,169630016-044-1,4498,1/8/2025,1,5801,15,Debit Card,DELIVERED,Kolkata,5801,870.15,4930.85
705,184208283-330-54,2636,5/29/2025,3,2481,0,Net Banking,SHIPPED,Mumbai,7443,0,7443
706,184208283-330-54,2291,3/22/2025,3,2481,20,Debit Card,DELIVERED,New Delhi,7443,1488.6,5954.4
707,162799308-500-1,4906,4/28/2025,4,5801,20,Net Banking,SHIPPED,Ahmedabad,23204,4640.8,18563.2
708,186626958-330-2,4648,1/25/2025,3,2315,0,Credit Card,CANCELLED,Gurgaon,6945,0,6945
709,169630016-044-1,2440,3/30/2025,4,5801,0,COD,SHIPPED,Bengaluru,23204,0,23204
710,184208283-330-54,2191,1/12/2025,3,2481,10,Net Banking,SHIPPED,Bengaluru,7443,744.3,6698.7
711,186626958-330-2,4913,5/23/2025,2,2315,15,UPI,SHIPPED,Bengaluru,4630,694.5,3935.5
712,189870341-712-2,2066,2/28/2025,1,3311,15,Debit Card,PLACED,Bengaluru,3311,496.65,2814.35
713,184208283-330-54,4627,6/3/2025,2,2481,0,Credit Card,PLACED,Gurgaon,4962,0,4962
714,162799308-500-1,1284,4/19/2025,1,5801,5,UPI,DELIVERED,Bengaluru,5801,290.05,5510.95
715,184208283-330-54,3444,1/26/2025,1,2481,20,Credit Card,DELIVERED,Mumbai,2481,496.2,1984.8
716,162799308-500-1,1011,2/16/2025,1,5801,20,COD,DELIVERED,Ahmedabad,5801,1160.2,4640.8
717,189870341-712-2,2630,2/1/2025,2,3311,0,Debit Card,PLACED,Kolkata,6622,0,6622
718,169630016-044-1,4373,1/10/2025,1,5801,5,Debit Card,DELIVERED,Chennai,5801,290.05,5510.95
719,186626958-330-2,4969,1/16/2025,2,2315,10,COD,PLACED,New Delhi,4630,463,4167
720,162799308-500-1,4324,5/25/2025,4,5801,0,Debit Card,PLACED,Kolkata,23204,0,23204
721,162799308-500-1,3546,5/31/2025,3,5801,0,Net Banking,DELIVERED,Bengaluru,17403,0,17403
722,162799308-500-1,1753,1/26/2025,3,5801,20,Credit Card,DELIVERED,Mumbai,17403,3480.6,13922.4
723,184208283-330-54,3082,3/27/2025,1,2481,0,UPI,PLACED,Gurgaon,2481,0,2481
724,169630016-044-1,3774,5/15/2025,2,5801,0,COD,PLACED,Gurgaon,11602,0,11602
725,162799308-500-1,3896,1/14/2025,3,5801,0,Net Banking,CANCELLED,Bhubaneswar,17403,0,17403
726,184208283-330-54,1089,3/20/2025,2,2481,20,UPI,PLACED,Chennai,4962,992.4,3969.6
727,189870341-712-2,1775,4/27/2025,2,3311,10,UPI,SHIPPED,Kolkata,6622,662.2,5959.8
728,186626958-330-2,3652,1/7/2025,1,2315,10,COD,DELIVERED,Bhubaneswar,2315,231.5,2083.5
729,162799308-500-1,4993,5/17/2025,3,5801,0,Net Banking,PLACED,Kolkata,17403,0,17403
730,169630016-044-1,4017,4/25/2025,1,5801,20,UPI,PLACED,Ahmedabad,5801,1160.2,4640.8
731,162799308-500-1,2625,6/25/2025,1,5801,10,UPI,SHIPPED,New Delhi,5801,580.1,5220.9
732,189870341-712-2,4069,3/13/2025,3,3311,10,Net Banking,DELIVERED,Gurgaon,9933,993.3,8939.7
733,169630016-044-1,1417,2/28/2025,3,5801,10,Debit Card,DELIVERED,Bengaluru,17403,1740.3,15662.7
734,186626958-330-2,1114,3/23/2025,4,2315,20,UPI,DELIVERED,Bengaluru,9260,1852,7408
735,184208283-330-54,1616,4/26/2025,4,2481,20,Credit Card,CANCELLED,Chennai,9924,1984.8,7939.2
